movie	_movieNN
apollo	B-movie.name
thirteen	I-movie.name
	
what	_whatWP
actors	_actorNNS
were	_beVBD
in	_inIN
dirty	B-movie.name
dancing	I-movie.name
	
show	_showVV
me	_mePP
the	_theDT
actors	_actorNNS
in	_inIN
captain	B-movie.name
america	I-movie.name
	
show	_showVV
me	_mePP
gilda	B-movie.name
's	_'sPOS
credits	_creditNNS
	
i	_iNP
can	_canMD
't	_'tNP
remember	_rememberVV
the	_theDT
lead	_leadJJ
guy	_guyNN
in	_inIN
the	B-movie.name
avengers	I-movie.name
	
show	_showNN
cast	_castVVD
list	_listNN
for	_forIN
the	B-movie.name
avergers	I-movie.name
	
who	_whoWP
plays	_playVVZ
nemo	B-character.name
in	_inIN
finding	B-movie.name
nemo	I-movie.name
	
find	_findVV
cast	_castNN
and	_andCC
crew	_crewNN
for	_forIN
the	_theDT
movie	_movieNN
finding	B-movie.name
nemo	I-movie.name
	
show	_showVV
me	_mePP
the	_theDT
cast	_castNN
and	_andCC
crew	_crewNN
for	_forIN
finding	B-movie.name
nemo	I-movie.name
	
show	_showVV
me	_mePP
the	_theDT
cast	_castNN
of	_ofIN
finding	B-movie.name
nemo	I-movie.name
	
who	_whoWP
are	_beVBP
the	_theDT
main	_mainJJ
voices	_voiceNNS
in	_inIN
finding	B-movie.name
nemo	I-movie.name
	
who	_whoWP
starred	_starVVD
in	_inIN
finding	B-movie.name
nemo	I-movie.name
	
who	_whoWP
stars	_starVVZ
in	_inIN
finding	B-movie.name
nemo	I-movie.name
	
who	_whoWP
was	_beVBD
the	_theDT
main	_mainJJ
character	_characterNN
in	_inIN
men	B-movie.name
in	I-movie.name
black	I-movie.name
3	I-movie.name
	
can	_canNN
i	_iNNS
see	_seeVVP
the	_theDT
credits	_creditNNS
for	_forIN
dirty	B-movie.name
dancing	I-movie.name
	
cast	_castVVN
of	_ofIN
dirty	B-movie.name
dancing	I-movie.name
	
find	_findVV
cast	_castNN
and	_andCC
crew	_crewNN
for	_forIN
dirty	B-movie.name
dancing	I-movie.name
	
search	_searchNN
cast	_castNN
and	_andCC
crew	_crewNN
for	_forIN
dirty	B-movie.name
dancing	I-movie.name
	
search	_searchNN
for	_forIN
the	_theDT
cast	_castNN
and	_andCC
crew	_crewNN
for	_forIN
the	_theDT
movie	_movieNN
dirty	B-movie.name
dancing	I-movie.name
	
show	_showVV
me	_mePP
the	_theDT
cast	_castNN
and	_andCC
list	_listNN
for	_forIN
dirty	B-movie.name
dancing	I-movie.name
	
who	_whoWP
starred	_starVVD
in	_inIN
dirty	B-movie.name
dancing	I-movie.name
	
who	_whoWP
starred	_starVVD
in	_inIN
dirty	B-movie.name
dancing	I-movie.name
	
who	_whoWP
were	_beVBD
the	_theDT
stars	_starNNS
of	_ofIN
dirty	B-movie.name
dancing	I-movie.name
	
who	_whoWP
was	_beVBD
the	_theDT
male	_maleJJ
star	_starNN
of	_ofIN
titanic	B-movie.name
	
who	_whoWP
starred	_starVVD
in	_inIN
taxi	B-movie.name
	
who	_whoWP
played	_playVVD
in	_inIN
the	B-movie.name
oranges	I-movie.name
	
actors	_actorNNS
for	_forIN
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name
	
who	_whoWP
are	_beVBP
the	_theDT
lead	_leadJJ
actors	_actorNNS
in	_inIN
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name
	
find	_findVV
the	_theDT
male	_maleJJ
actor	_actorNN
from	_fromIN
the	_theDT
movie	_movieNN
born	B-movie.name
free	I-movie.name
	
actor	_actorNN
from	_fromIN
iron	B-movie.name
man	I-movie.name
	
shows	_showNNS
actors	_actorNNS
in	_inIN
shoot	B-movie.name
to	I-movie.name
kill	I-movie.name
	
which	_whichWDT
actors	_actorNNS
starred	_starVVN
in	_inIN
hitch	B-movie.name
	
who	_whoWP
are	_beVBP
all	_allRB
of	_ofIN
the	_theDT
actors	_actorNNS
in	_inIN
hitch	B-movie.name
	
who	_whoWP
was	_beVBD
the	_theDT
lead	_leadJJ
actor	_actorNN
in	_inIN
hitch	B-movie.name
	
who	_whoWP
starred	_starVVD
in	_inIN
dark	B-movie.name
knight	I-movie.name
rising	I-movie.name
	
who	_whoWP
played	_playVVD
nick	B-character.name
fury	I-character.name
in	_inIN
the	B-movie.name
avengers	I-movie.name
	
who	_whoWP
was	_beVBD
the	_theDT
lead	_leadJJ
actor	_actorNN
in	_inIN
the	B-movie.name
avengers	I-movie.name
	
what	_whatWP
was	_beVBD
the	_theDT
cast	_castNN
of	_ofIN
black	B-movie.name
swan	I-movie.name
	
who	_whoWP
acted	_actVVD
in	_inIN
black	B-movie.name
swan	I-movie.name
	
who	_whoWP
was	_beVBD
in	_inIN
black	B-movie.name
swan	I-movie.name
	
who	_whoWP
was	_beVBD
the	_theDT
lead	_leadNN
in	_inIN
black	B-movie.name
swan	I-movie.name
	
actors	_actorNNS
in	_inIN
star	B-movie.name
wars	I-movie.name
four	I-movie.name
	
what	_whatWP
was	_beVBD
the	_theDT
actor	_actorNN
who	_whoWP
played	_playVVD
esme	B-character.name
in	_inIN
twilight	B-movie.name
	
who	_whoWP
played	_playVVD
esme	B-character.name
in	_inIN
twilight	B-movie.name
	
who	_whoWP
starred	_starVVD
in	_inIN
the	B-movie.name
parent	I-movie.name
trap	I-movie.name
	
cast	_castNN
and	_andCC
crew	_crewNN
for	_forIN
hitch	B-movie.name
	
cast	_castNN
and	_andCC
crew	_crewNN
of	_ofIN
hitch	B-movie.name
	
cast	_castNN
hitch	B-movie.name
	
hitch	B-movie.name
crew	_crewNN
	
list	_listNN
cast	_castNN
hitch	B-movie.name
	
show	_showVV
me	_mePP
hitch	B-movie.name
's	_'sPOS
cast	_castNN
	
show	_showVV
the	_theDT
cast	_castNN
of	_ofIN
hitch	B-movie.name
	
what	_whatWP
actors	_actorNNS
appeared	_appearVVD
in	_inIN
the	_theDT
movie	_movieNN
hitch	B-movie.name
	
what	_whatWP
actors	_actorNNS
played	_playVVN
in	_inIN
the	_theDT
movies	_movieNNS
hitch	B-movie.name
	
what	_whatWP
was	_beVBD
the	_theDT
cast	_castNN
of	_ofIN
hitch	B-movie.name
	
who	_whoWP
starred	_starVVD
in	_inIN
hitch	B-movie.name
	
who	_whoWP
starred	_starVVD
in	_inIN
the	_theDT
movie	_movieNN
hitch	B-movie.name
	
who	_whoWP
stars	_starVVZ
in	_inIN
hitch	B-movie.name
	
who	_whoWP
was	_beVBD
in	_inIN
hitch	B-movie.name
	
who	_whoWP
was	_beVBD
in	_inIN
the	_theDT
movie	_movieNN
hitch	B-movie.name
	
who	_whoWP
was	_beVBD
the	_theDT
star	_starNN
in	_inIN
hitch	B-movie.name
	
voice	_voiceNN
actor	_actorNN
for	_forIN
homer	B-character.name
simpson	I-character.name
	
who	_whoWP
is	_beVBZ
in	_inIN
the	_theDT
movie	_movieNN
two	B-movie.name
can	I-movie.name
play	I-movie.name
that	I-movie.name
game	I-movie.name
	
actress	_actressNN
from	_fromIN
gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name
	
who	_whoWP
are	_beVBP
the	_theDT
lead	_leadJJ
actors	_actorNNS
in	_inIN
this	_thisDT
movie	_movieNN
	
show	_showVV
me	_mePP
information	_informationNN
on	_onIN
the	_theDT
cast	_castNN
and	_andCC
crew	_crewNN
of	_ofIN
pitchperfect	B-movie.name
	
actors	_actorNNS
in	_inIN
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name
	
can	_canMD
i	_iNNS
see	_seeVV
the	_theDT
cast	_castNN
and	_andCC
crew	_crewNN
for	_forIN
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name
	
cast	_castNN
and	_andCC
crew	_crewNN
for	_forIN
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name
	
cast	_castNN
and	_andCC
crew	_crewNN
for	_forIN
the	_theDT
movie	_movieNN
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name
	
who	_whoWP
stars	_starVVZ
on	_onIN
the	_theDT
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name
	
who	_whoWP
is	_beVBZ
in	_inIN
movie	_movieNN
	
who	_whoWP
is	_beVBZ
in	_inIN
movie	_movieNN
	
who	_whoWP
is	_beVBZ
in	_inIN
movie	_movieNN
	
who	_whoWP
acts	_actVVZ
in	_inIN
forager	B-movie.name
	
who	_whoWP
stars	_starVVZ
in	_inIN
forager	B-movie.name
	
who	_whoWP
is	_beVBZ
the	_theDT
cast	_castNN
and	_andCC
crew	_crewNN
for	_forIN
now	B-movie.name
forager	I-movie.name
	
who	_whoWP
was	_beVBD
in	_inIN
now	B-movie.name
	
actor	_actorNN
from	_fromIN
modern	B-movie.name
family	I-movie.name
	
list	_listVV
the	_theDT
actors	_actorNNS
in	_inIN
forager	B-movie.name
	
cast	_castNN
and	_andCC
crew	_crewNN
of	_ofIN
go	B-movie.name
	
who	_whoWP
starred	_starVVD
in	_inRB
go	B-movie.name
	
who	_whoWP
was	_beVBD
the	_theDT
lead	_leadJJ
actress	_actressNN
in	_inIN
the	B-movie.name
hunger	I-movie.name
games	I-movie.name
	
show	_showNN
cast	_castVVD
of	_ofIN
movie	_movieNN
request	B-movie.name
	
what	_whatWP
is	_beVBZ
the	_theDT
cast	_castNN
in	_inIN
resident	B-movie.name
evil	I-movie.name
retribution	I-movie.name
	
list	_listVV
me	_mePP
the	_theDT
actors	_actorNNS
for	_forIN
top	B-movie.name
gun	I-movie.name
	
who	_whoWP
was	_beVBD
the	B-character.name
tin	I-character.name
man	I-character.name
in	_inIN
wizard	B-movie.name
of	I-movie.name
oz	I-movie.name
	
actress	_actressNN
in	_inIN
hum	B-movie.name
tum	I-movie.name
	
who	_whoWP
was	_beVBD
the	_theDT
actor	_actorNN
in	_inIN
movie	_movieNN
hum	B-movie.name
tum	I-movie.name
	
who	_whoWP
is	_beVBZ
in	_inIN
barfi	B-movie.name
	
who	_whoWP
was	_beVBD
the	_theDT
lead	_leadJJ
woman	_womanNN
in	_inIN
the	B-movie.name
savages	I-movie.name
	
find	_findVV
the	_theDT
name	_nameNN
of	_ofIN
the	_theDT
actor	_actorNN
who	_whoWP
played	_playVVD
jack	B-character.name
in	_inIN
the	_theDT
movie	_movieNN
titanic	B-movie.name
	
the	_theDT
name	_nameNN
of	_ofIN
the	_theDT
male	_maleJJ
lead	_leadNN
in	_inIN
the	_theDT
movie	_movieNN
titanic	B-movie.name
	
what	_whatWP
is	_beVBZ
the	_theDT
name	_nameNN
of	_ofIN
the	_theDT
lead	_leadJJ
actor	_actorNN
in	_inIN
the	_theDT
titanic	B-movie.name
	
show	_showVV
me	_mePP
who	_whoWP
played	_playVVD
what	_whatWP
role	_roleNN
in	_inIN
go	B-movie.name
	
i	_iNP
cannot	_canMD
remember	_rememberVV
the	_theDT
name	_nameNN
of	_ofIN
the	_theDT
actor	_actorNN
in	_inIN
pretty	B-movie.name
women	I-movie.name
	
what	_whatWP
is	_beVBZ
the	_theDT
name	_nameNN
of	_ofIN
the	_theDT
actor	_actorNN
who	_whoWP
was	_beVBD
in	_inIN
the	B-movie.name
parent	I-movie.name
trap	I-movie.name
	
find	_findVV
name	_nameNN
of	_ofIN
main	_mainJJ
actor	_actorNN
in	_inIN
the	_theDT
movie	_movieNN
the	B-movie.name
help	I-movie.name
	
looking	_lookVVG
for	_forIN
names	_nameNNS
of	_ofIN
crew	_crewNN
members	_memberNNS
of	_ofIN
apollo	B-movie.name
thirteen	I-movie.name
	
i	_iNP
can	_canNN
't	_'tNN
figure	_figureNN
out	_outIN
the	_theDT
name	_nameNN
of	_ofIN
the	_theDT
lead	_leadJJ
guy	_guyNN
in	_inIN
the	B-movie.name
avengers	I-movie.name
	
what	_whatWP
were	_beVBD
the	_theDT
names	_nameNNS
of	_ofIN
the	_theDT
ladies	_ladyNNS
in	_inIN
facts	I-movie.name
of	I-movie.name
life	I-movie.name
	
how	_howWRB
old	_oldNN
is	_beVBZ
steven	B-person.name
spielberg	I-person.name
	
when	_whenWRB
steven	B-person.name
spielberg	I-person.name
born	_bearVVN
	
what	_whatWP
is	_beVBZ
tom	B-person.name
cruise	I-person.name
's	_'sPOS
birthday	_birthdayNN
	
when	_whenWRB
was	_beVBD
tom	B-person.name
cruise	I-person.name
born	_bearVVN
	
when	_whenWRB
is	_beVBZ
will	B-person.name
ferrell	I-person.name
's	_'sPOS
birthday	_birthdayNN
	
how	_howWRB
old	_oldNN
is	_beVBZ
kristen	B-person.name
stewart	I-person.name
	
how	_howWRB
much	_muchRB
did	_doVVD
it	_itPP
cost	_costVVD
to	_toTO
produce	_produceVV
the	B-movie.name
dark	I-movie.name
night	I-movie.name
	
how	_howWRB
much	_muchRB
did	_doVVD
the	B-movie.name
dark	I-movie.name
night	I-movie.name
cost	_costNN
to	_toTO
produce	_produceVV
	
what	_whatWP
was	_beVBD
the	B-movie.name
dark	I-movie.name
night	I-movie.name
budget	_budgetNN
	
the	B-movie.name
godfather	I-movie.name
's	_'sPOS
budget	_budgetNN
	
budget	_budgetNN
for	_forIN
the	B-movie.name
blind	I-movie.name
side	I-movie.name
	
i	_iNNS
want	_wantVVP
to	_toTO
look	_lookVV
up	_upRP
the	_theDT
budget	_budgetNN
of	_ofIN
freedom	B-movie.name
writers	I-movie.name
	
i	_iNP
would	_wouldMD
like	_likeVV
to	_toTO
look	_lookVV
up	_upRP
the	_theDT
budget	_budgetNN
of	_ofIN
freedom	B-movie.name
writers	I-movie.name
	
look	_lookVV
for	_forIN
the	_theDT
budget	_budgetNN
of	_ofIN
freedom	B-movie.name
writers	I-movie.name
	
how	_howWRB
much	_muchRB
was	_beVBD
hunger	B-movie.name
games	I-movie.name
made	_makeVVN
for	_forIN
	
how	_howWRB
much	_muchRB
was	_beVBD
the	_theDT
budget	_budgetNN
for	_forIN
the	B-movie.name
hunger	I-movie.name
games	I-movie.name
	
how	_howWRB
much	_muchRB
did	_doVVD
black	B-movie.name
swan	I-movie.name
cost	_costNN
	
how	_howWRB
much	_muchRB
did	_doVVD
hollywood	_hollywoodNN
pay	_payNN
for	_forIN
black	B-movie.name
swan	I-movie.name
	
what	_whatWP
was	_beVBD
the	_theDT
budget	_budgetNN
for	_forIN
black	B-movie.name
swan	I-movie.name
	
what	_whatWP
were	_beVBD
production	_productionNN
costs	_costNNS
for	_forIN
black	B-movie.name
swan	I-movie.name
	
what	_whatWP
was	_beVBD
the	_theDT
budget	_budgetNN
for	_forIN
wrong	B-movie.name
turn	I-movie.name
	
search	_searchNN
for	_forIN
the	_theDT
budget	_budgetNN
of	_ofIN
step	B-movie.name
up	I-movie.name
	
budget	_budgetNN
for	_forIN
titanic	B-movie.name
	
budget	_budgetNN
for	_forIN
titanic	B-movie.name
	
budget	_budgetNN
for	_forIN
titanic	B-movie.name
movie	_movieNN
	
how	_howWRB
much	_muchRB
did	_doVVD
titanic	B-movie.name
cost	_costNN
to	_toTO
make	_makeVV
	
how	_howWRB
much	_muchRB
was	_beVBD
the	_theDT
total	_totalJJ
budget	_budgetNN
for	_forIN
the	_theDT
titanic	B-movie.name
	
what	_whatWP
was	_beVBD
titanic	B-movie.name
's	_'sPOS
budget	_budgetNN
	
what	_whatWP
was	_beVBD
the	_theDT
budget	_budgetNN
for	_forIN
courageous	B-movie.name
	
what	_whatWP
was	_beVBD
the	_theDT
budget	_budgetNN
for	_forIN
facing	B-movie.name
the	I-movie.name
giants	I-movie.name
	
budget	_budgetNN
of	_ofIN
heroine	B-movie.name
	
finding	_findVVG
the	_theDT
buget	_bugetNN
of	_ofIN
heroine	B-movie.name
	
looking	_lookVVG
of	_ofIN
movie	_movieNN
heroine	B-movie.name
's	_'sPOS
budget	_budgetNN
	
what	_whatWP
is	_beVBZ
the	_theDT
buget	_bugetNN
of	_ofIN
movie	_movieNN
heroine	B-movie.name
	
how	_howWRB
much	_muchRB
did	_doVVD
it	_itPP
cost	_costVVD
to	_toTO
make	_makeVV
jurassic	B-movie.name
park	I-movie.name
	
what	_whatWP
was	_beVBD
the	_theDT
budget	_budgetNN
for	_forIN
jurassic	B-movie.name
park	I-movie.name
	
how	_howWRB
much	_muchRB
did	_doVVD
james	B-director.name
cameron	I-director.name
have	_haveVHP
to	_toTO
spend	_spendVV
to	_toTO
make	_makeVV
avatar	B-movie.name
	
avatar	B-movie.name
must	_mustMD
have	_haveVH
cost	_costVVN
a	_aDT
bundle	_bundleNN
	
did	_doVVD
the	_theDT
avatar	B-movie.name
movie	_movieNN
have	_haveVHP
a	_aDT
budget	_budgetNN
for	_forIN
spending	_spendingNN
	
get	_getVV
me	_mePP
info	_infoNN
on	_onIN
the	_theDT
budget	_budgetNN
for	_forIN
avatar	B-movie.name
	
how	_howWRB
much	_muchRB
did	_doVVD
it	_itPP
cost	_costVVD
to	_toTO
make	_makeVV
avatar	B-movie.name
	
how	_howWRB
much	_muchRB
did	_doVVD
the	_theDT
studio	_studioNN
spend	_spendVVP
to	_toTO
make	_makeVV
avatar	B-movie.name
	
how	_howWRB
much	_muchJJ
money	_moneyNN
was	_beVBD
budgeted	_budgetVVN
for	_forIN
the	_theDT
avatar	B-movie.name
movie	_movieNN
	
i	_iNNS
need	_needVVP
to	_toTO
know	_knowVV
the	_theDT
budget	_budgetNN
of	_ofIN
the	_theDT
movie	_movieNN
avatar	B-movie.name
	
i	_iNNS
want	_wantVVP
to	_toTO
know	_knowVV
the	_theDT
avatar	B-movie.name
's	_'sPOS
budget	_budgetNN
	
list	_listVV
the	_theDT
budget	_budgetNN
for	_forIN
avatar	B-movie.name
	
show	_showVV
me	_mePP
what	_whatWP
was	_beVBD
the	_theDT
budget	_budgetNN
of	_ofIN
the	_theDT
movie	_movieNN
avatar	B-movie.name
	
what	_whatWP
did	_doVVD
the	_theDT
movie	_movieNN
avatar	B-movie.name
cost	_costNN
to	_toTO
make	_makeVV
	
what	_whatWP
was	_beVBD
avatar	B-movie.name
's	_'sPOS
budget	_budgetNN
	
what	_whatWP
was	_beVBD
the	_theDT
budget	_budgetNN
for	_forIN
avatar	B-movie.name
	
what	_whatWP
was	_beVBD
the	_theDT
budget	_budgetNN
for	_forIN
avatar	B-movie.name
	
what	_whatWP
was	_beVBD
the	_theDT
budget	_budgetNN
for	_forIN
avatar	B-movie.name
	
what	_whatWP
was	_beVBD
the	_theDT
budget	_budgetNN
for	_forIN
the	_theDT
movie	_movieNN
avatar	B-movie.name
	
what	_whatWP
was	_beVBD
the	_theDT
budget	_budgetNN
of	_ofIN
the	_theDT
movie	_movieNN
avatar	B-movie.name
	
how	_howWRB
much	_muchRB
did	_doVVD
the	_theDT
movie	_movieNN
avatar	B-movie.name
cost	_costNN
	
how	_howWRB
much	_muchJJ
money	_moneyNN
was	_beVBD
spent	_spendVVN
on	_onIN
batman	B-movie.name
	
tell	_tellVV
me	_mePP
the	_theDT
budget	_budgetNN
for	_forIN
the	_theDT
movie	_movieNN
batman	B-movie.name
	
how	_howWRB
much	_muchRB
did	_doVVD
batman	B-movie.name
begins	I-movie.name
cost	_costNN
	
how	_howWRB
much	_muchRB
was	_beVBD
it	_itPP
to	_toTO
make	_makeVV
the	_theDT
film	_filmNN
batman	B-movie.name
begins	I-movie.name
	
budget	_budgetNN
for	_forIN
the	B-movie.name
avengers	I-movie.name
	
how	_howWRB
much	_muchRB
did	_doVVD
it	_itPP
take	_takeVVP
to	_toTO
make	_makeVV
the	B-movie.name
avengers	I-movie.name
	
what	_whatWP
was	_beVBD
the	_theDT
budget	_budgetNN
for	_forIN
the	B-movie.name
avengers	I-movie.name
	
what	_whatWP
was	_beVBD
the	_theDT
budget	_budgetNN
for	_forIN
citizen	B-movie.name
kane	I-movie.name
	
find	_findVV
out	_outIN
the	_theDT
budget	_budgetNN
